Model_Index,Bird_Species,Wiki_Summary
345,Larus Hyperboreus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
346,Larus Livens,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
347,Larus Marinus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
348,Larus Michahellis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
349,Larus Occidentalis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
350,Larus Pacificus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
351,Leucophaeus Atricilla,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
352,Leucophaeus Pipixcan,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
353,Phaetusa Simplex,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
354,Rissa Tridactyla,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
355,Rynchops Niger,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
356,Sterna Forsteri,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
357,Sterna Hirundo,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
358,Sterna Paradisaea,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
359,Sterna Striata,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
360,Sternula Albifrons,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
361,Sternula Antillarum,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
362,Thalasseus Bergii,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
363,Thalasseus Elegans,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
364,Thalasseus Maximus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
365,Thalasseus Sandvicensis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
366,Himantopus Himantopus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
367,Himantopus Leucocephalus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
368,Himantopus Mexicanus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
369,Recurvirostra Americana,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
370,Recurvirostra Avosetta,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
371,Rostratula Benghalensis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
372,Actitis Hypoleucos,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
373,Actitis Macularius,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
374,Arenaria Interpres,Summary currently unavailable.
375,Arenaria Melanocephala,Summary currently unavailable.
376,Bartramia Longicauda,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
377,Calidris Acuminata,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
378,Calidris Alba,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
379,Calidris Alpina,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
380,Calidris Bairdii,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
381,Calidris Canutus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
382,Calidris Ferruginea,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
383,Calidris Fuscicollis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
384,Calidris Himantopus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
385,Calidris Maritima,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
386,Calidris Mauri,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
387,Calidris Melanotos,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
388,Calidris Minuta,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
389,Calidris Minutilla,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
390,Calidris Pugnax,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
391,Calidris Pusilla,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
392,Calidris Ruficollis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
393,Calidris Subruficollis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
394,Calidris Temminckii,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
395,Calidris Virgata,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
396,Gallinago Delicata,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
397,Gallinago Gallinago,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
398,Limnodromus Griseus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
399,Limnodromus Scolopaceus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
400,Limosa Fedoa,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
401,Limosa Haemastica,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
402,Limosa Lapponica,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
403,Limosa Limosa,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
404,Numenius Americanus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
405,Numenius Arquata,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
406,Numenius Madagascariensis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
407,Numenius Phaeopus,Summary currently unavailable.
408,Phalaropus Fulicarius,Summary currently unavailable.
409,Phalaropus Lobatus,Summary currently unavailable.
410,Phalaropus Tricolor,Summary currently unavailable.
411,Scolopax Minor,Summary currently unavailable.
412,Tringa Brevipes,Summary currently unavailable.
413,Tringa Erythropus,Summary currently unavailable.
414,Tringa Flavipes,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
415,Tringa Glareola,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
416,Tringa Incana,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
417,Tringa Melanoleuca,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
418,Tringa Nebularia,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
419,Tringa Ochropus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
420,Tringa Semipalmata,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
421,Tringa Solitaria,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
422,Tringa Stagnatilis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
423,Tringa Totanus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
424,Xenus Cinereus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
425,Stercorarius Parasiticus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
426,Anastomus Oscitans,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
427,Ciconia Ciconia,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
428,Ciconia Episcopus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
429,Ciconia Maguari,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
430,Ciconia Nigra,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
431,Jabiru Mycteria,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
432,Leptoptilos Crumenifer,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
